,pdbid,-logKd/Ki,include,set
15871,5vio,8.62,True,general
15872,5ylu,8.62,True,general
15873,6euv,8.62,True,general
15874,6h7j,8.62,True,general
15875,3f17,8.63,True,refined
15876,4ee0,8.63,True,general
15877,5of0,8.63,True,general
15878,1g45,8.64,True,refined
15879,1mue,8.64,True,refined
15880,1r1j,8.64,True,refined
15881,1t31,8.64,True,refined
15882,2qry,8.64,True,general
15883,2qt9,8.64,True,general
15884,3f88,8.64,True,general
15885,3hkw,8.64,True,refined
15886,3s71,8.64,True,refined
15887,3wig,8.64,True,general
15888,3zev,8.64,True,general
15889,4g9c,8.64,True,general
15890,4pft,8.64,True,refined
15891,4qd6,8.64,True,core
15892,4x6x,8.64,True,general
15893,4ydn,8.64,True,general
15894,4zyf,8.64,True,refined
15895,5e8f,8.64,True,refined
15896,5hbe,8.64,True,general
15897,5hbj,8.64,True,general
15898,5jga,8.64,True,general
15899,5nhy,8.64,True,general
15900,5uwk,8.64,True,general
15901,5x74,8.64,True,refined
15902,5zwi,8.64,True,general
15903,6dki,8.64,True,general
15904,6hd4,8.64,True,general
15905,6std,8.64,True,refined
15906,2oax,8.65,True,refined
15907,4kp0,8.65,True,general
15908,1i9n,8.66,True,refined
15909,1n9a,8.66,True,general
15910,2i47,8.66,True,general
15911,2pja,8.66,True,general
15912,2rg6,8.66,True,general
15913,2x39,8.66,True,general
15914,3cjo,8.66,True,general
15915,3d1x,8.66,True,refined
15916,3kqc,8.66,True,general
15917,3nox,8.66,True,refined
15918,3s68,8.66,True,general
15919,3t19,8.66,True,general
15920,3u8k,8.66,True,core
15921,3vnt,8.66,True,general
15922,4bbf,8.66,True,general
15923,4p0n,8.66,True,general
15924,5edu,8.66,True,general
15925,5epn,8.66,True,refined
15926,5f4n,8.66,True,general
15927,5hgc,8.66,True,general
15928,5hu1,8.66,True,general
15929,5n93,8.66,True,refined
15930,5td2,8.66,True,general
15931,5tq3,8.66,True,general
15932,6b5t,8.66,True,general
15933,6ds0,8.66,True,general
15934,3u1y,8.67,True,general
15935,6aqf,8.67,True,general
15936,6e59,8.67,True,general
15937,2nw4,8.68,True,general
15938,2qd6,8.68,True,refined
15939,3c6t,8.68,True,general
15940,3iw4,8.68,True,general
15941,3jsi,8.68,True,general
15942,3m8p,8.68,True,general
15943,3p76,8.68,True,general
15944,3s3r,8.68,True,general
15945,4jmh,8.68,True,general
15946,4lgu,8.68,True,general
15947,5a3s,8.68,True,general
15948,5f1z,8.68,True,general
15949,6ge0,8.68,True,general
15950,6h96,8.68,True,general
15951,2q55,8.69,True,refined
15952,5cj6,8.69,True,refined
15953,1bcd,8.7,True,refined
15954,1bji,8.7,True,general
15955,1dmt,8.7,True,general
15956,1f9e,8.7,True,general
15957,1g4j,8.7,True,general
15958,1haa,8.7,True,general
15959,1hfs,8.7,True,refined
15960,1ida,8.7,True,general
15961,1jgl,8.7,True,refined
15962,1jiz,8.7,True,general
15963,1jyq,8.7,True,refined
15964,1lnm,8.7,True,refined
15965,1npa,8.7,True,general
15966,1npw,8.7,True,general
15967,1ohr,8.7,True,refined
15968,1pxo,8.7,True,refined
15969,1rne,8.7,True,general
15970,1svg,8.7,True,general
15971,1t7j,8.7,True,refined
15972,1w13,8.7,True,refined
15973,1xap,8.7,True,refined
15974,1y0x,8.7,True,general
15975,2b7d,8.7,True,refined
15976,2be2,8.7,True,general
15977,2bpm,8.7,True,general
15978,2bvx,8.7,True,general
15979,2dbl,8.7,True,general
15980,2f8g,8.7,True,refined
15981,2fl2,8.7,True,general
15982,2fmb,8.7,True,refined
15983,2fr3,8.7,True,general
15984,2h4n,8.7,True,refined
15985,2hm1,8.7,True,general
15986,2i0e,8.7,True,general
15987,2i3z,8.7,True,general
15988,2jh0,8.7,True,refined
15989,2k31,8.7,True,general
15990,2nnq,8.7,True,general
15991,2nwl,8.7,True,general
15992,2oaz,8.7,True,general
15993,2ojj,8.7,True,refined
15994,2ovx,8.7,True,general
15995,2pcp,8.7,True,refined
15996,2q2z,8.7,True,general
15997,2uwo,8.7,True,refined
15998,2vj8,8.7,True,refined
15999,2vnn,8.7,True,general
16000,2w0d,8.7,True,general
16001,2w17,8.7,True,general
16002,2wf1,8.7,True,general
16003,2wgj,8.7,True,refined
16004,2wxv,8.7,True,general
16005,2wyg,8.7,True,refined
16006,2x2i,8.7,True,general
16007,2xvd,8.7,True,general
16008,2y5f,8.7,True,refined
16009,2y7z,8.7,True,refined
16010,2y81,8.7,True,refined
16011,2yac,8.7,True,general
16012,2yak,8.7,True,general
16013,3be2,8.7,True,general
16014,3bla,8.7,True,general
16015,3brn,8.7,True,refined
16016,3d9z,8.7,True,refined
16017,3da6,8.7,True,general
16018,3eqr,8.7,True,refined
16019,3fdm,8.7,True,general
16020,3ge7,8.7,True,core
16021,3hvj,8.7,True,refined
16022,3hwn,8.7,True,general
16023,3i5z,8.7,True,refined
16024,3i60,8.7,True,refined
16025,3ik3,8.7,True,general
16026,3l1s,8.7,True,general
16027,3lgp,8.7,True,general
16028,3lvp,8.7,True,general
16029,3oot,8.7,True,general
16030,3oyp,8.7,True,general
16031,3oz1,8.7,True,general
16032,3pa5,8.7,True,general
16033,3ppj,8.7,True,general
16034,3qc4,8.7,True,general
16035,3qk0,8.7,True,general
16036,3s73,8.7,True,refined
16037,3thb,8.7,True,general
16038,3wc5,8.7,True,general
16039,4a7i,8.7,True,refined
16040,4bah,8.7,True,refined
16041,4d89,8.7,True,general
16042,4d8c,8.7,True,general
16043,4eo6,8.7,True,refined
16044,4f1s,8.7,True,general
16045,4hxw,8.7,True,general
16046,4hy1,8.7,True,refined
16047,4i5h,8.7,True,general
16048,4j53,8.7,True,general
16049,4jjg,8.7,True,general
16050,4jlg,8.7,True,general
16051,4k6z,8.7,True,general
16052,4lgh,8.7,True,general
16053,4lxa,8.7,True,general
16054,4n4v,8.7,True,general
16055,4nwk,8.7,True,general
16056,4o12,8.7,True,general
16057,4o15,8.7,True,general
16058,4occ,8.7,True,general
16059,4ps3,8.7,True,general
16060,4q1c,8.7,True,general
16061,4r5a,8.7,True,refined
16062,4rce,8.7,True,general
16063,4rwj,8.7,True,refined
16064,4uj9,8.7,True,general
16065,4unr,8.7,True,general
16066,4x7o,8.7,True,general
16067,4xmo,8.7,True,general
16068,4yhp,8.7,True,general
16069,4yth,8.7,True,refined
16070,4zg7,8.7,True,general
16071,4zwx,8.7,True,refined
16072,4zwy,8.7,True,general
16073,4zwz,8.7,True,refined
16074,5bnj,8.7,True,general
16075,5c2e,8.7,True,general
16076,5dk4,8.7,True,general
16077,5e2o,8.7,True,refined
16078,5e8r,8.7,True,general
16079,5edq,8.7,True,general
16080,5hcv,8.7,True,refined
16081,5hg5,8.7,True,general
16082,5ih9,8.7,True,refined
16083,5k0i,8.7,True,general
16084,5kks,8.7,True,general
16085,5ml4,8.7,True,general
16086,5nk4,8.7,True,refined
16087,5sz2,8.7,True,refined
16088,5t2i,8.7,True,general
16089,5tw3,8.7,True,general
16090,5tzy,8.7,True,general
16091,5u00,8.7,True,general
16092,5ufr,8.7,True,refined
16093,5ug8,8.7,True,general
16094,5vgo,8.7,True,general
16095,5w86,8.7,True,general
16096,5x8i,8.7,True,general
16097,5zkb,8.7,True,general
16098,6awo,8.7,True,general
16099,6cyd,8.7,True,general
16100,6f22,8.7,True,general
16101,3t9t,8.71,True,general
16102,1c12,8.72,True,general
16103,1eub,8.72,True,general
16104,1hc9,8.72,True,general
16105,1hkm,8.72,True,general
16106,1o5m,8.72,True,general
16107,1x76,8.72,True,general
16108,2pjc,8.72,True,general
16109,2wj1,8.72,True,general
16110,3ckz,8.72,True,refined
16111,3lik,8.72,True,general
16112,3p8o,8.72,True,refined
16113,3pwh,8.72,True,general
16114,3ts4,8.72,True,refined
16115,3vf9,8.72,True,general
16116,4bkj,8.72,True,general
16117,4crc,8.72,True,core
16118,4hhy,8.72,True,general
16119,4ish,8.72,True,refined
16120,4ivb,8.72,True,core
16121,4q1b,8.72,True,general
16122,4tv3,8.72,True,general
16123,4x6o,8.72,True,refined
16124,4xg8,8.72,True,general
16125,5c42,8.72,True,general
16126,5c4u,8.72,True,general
16127,5ikb,8.72,True,refined
16128,5j74,8.72,True,general
16129,5jg1,8.72,True,refined
16130,5lrj,8.72,True,general
16131,5zwh,8.72,True,general
16132,6b1f,8.72,True,general
16133,6b1h,8.72,True,general
16134,6br2,8.72,True,general
16135,6br3,8.72,True,general
16136,6dj7,8.72,True,refined
16137,1cin,8.73,True,general
16138,1b6k,8.74,True,refined
16139,1bl4,8.74,True,general
16140,1mjj,8.74,True,refined
16141,1pxh,8.74,True,general
16142,1sdv,8.74,True,refined
16143,2anm,8.74,True,general
16144,2fl5,8.74,True,general
16145,2opb,8.74,True,general
16146,2vkm,8.74,True,core
16147,2wtv,8.74,True,core
16148,3ce3,8.74,True,general
16149,3eml,8.74,True,general
16150,3q32,8.74,True,general
16151,3r7r,8.74,True,general
16152,3rz1,8.74,True,refined
16153,3ti3,8.74,True,general
16154,4ei4,8.74,True,refined
16155,4gii,8.74,True,refined
16156,5k13,8.74,True,general
16157,5vkc,8.74,True,refined
16158,5zk3,8.74,True,general
16159,5zwf,8.74,True,general
16160,6gdg,8.74,True,general
16161,3wt7,8.75,True,general
16162,1bnv,8.77,True,refined
16163,1d4l,8.77,True,refined
16164,1lq2,8.77,True,general
16165,1qft,8.77,True,refined
16166,1ros,8.77,True,general
16167,1x38,8.77,True,refined
16168,1xpc,8.77,True,general
16169,1zp8,8.77,True,refined
16170,1zuc,8.77,True,general
16171,2cne,8.77,True,general
16172,2itt,8.77,True,general
16173,2j7x,8.77,True,general
16174,2uz6,8.77,True,general
16175,2wkz,8.77,True,refined
16176,2yis,8.77,True,general
16177,3b5r,8.77,True,core
16178,3e4a,8.77,True,general
16179,3qdd,8.77,True,refined
16180,3s3q,8.77,True,general
16181,4d09,8.77,True,general
16182,4e4l,8.77,True,refined
16183,4ekg,8.77,True,general
16184,4frs,8.77,True,general
16185,4kql,8.77,True,general
16186,4m0f,8.77,True,refined
16187,4rss,8.77,True,general
16188,4yhq,8.77,True,general
16189,4yt7,8.77,True,general
16190,5abh,8.77,True,general
16191,5ea3,8.77,True,general
16192,5fgk,8.77,True,general
16193,5i7u,8.77,True,general
16194,5n7v,8.77,True,general
16195,5wal,8.77,True,refined
16196,6b5r,8.77,True,general
16197,4b7n,8.78,True,general
16198,5y80,8.79,True,general
16199,6cdp,8.79,True,refined
16200,1cj1,8.8,True,general
16201,1csi,8.8,True,general
16202,1f1j,8.8,True,general
16203,1fkn,8.8,True,refined
16204,1g46,8.8,True,refined
16205,1ryf,8.8,True,general
16206,1w5w,8.8,True,refined
16207,2amv,8.8,True,general
16208,2ll7,8.8,True,general
16209,2q2y,8.8,True,general
16210,2q7m,8.8,True,general
16211,2xn6,8.8,True,general
16212,3d1z,8.8,True,refined
16213,3eyg,8.8,True,general
16214,3idp,8.8,True,general
16215,3oaf,8.8,True,refined
16216,3rt4,8.8,True,general
16217,3skc,8.8,True,general
16218,3vyf,8.8,True,general
16219,4g2w,8.8,True,general
16220,4ge9,8.8,True,general
16221,4gk2,8.8,True,general
16222,4ksp,8.8,True,general
16223,4ngq,8.8,True,general
16224,4z9l,8.8,True,general
16225,5cau,8.8,True,refined
16226,5e2p,8.8,True,refined
16227,5j8x,8.8,True,general
16228,5k32,8.8,True,general
16229,5vm0,8.8,True,refined
16230,5vpm,8.8,True,general
16231,1ork,8.81,True,refined
16232,1yz3,8.81,True,general
16233,1cim,8.82,True,general
16234,1czk,8.82,True,general
16235,1g54,8.82,True,refined
16236,1m0b,8.82,True,refined
16237,2ckm,8.82,True,general
16238,2ghg,8.82,True,general
16239,2giu,8.82,True,general
16240,2hvc,8.82,True,general
16241,2p93,8.82,True,general
16242,2r4f,8.82,True,general
16243,2r9m,8.82,True,general
16244,2zcq,8.82,True,core
16245,2zxg,8.82,True,refined
16246,3bz3,8.82,True,general
16247,3fvk,8.82,True,refined
16248,3nu4,8.82,True,refined
16249,3que,8.82,True,general
16250,3tlh,8.82,True,general
16251,3zlo,8.82,True,general
16252,4hrd,8.82,True,general
16253,4i5c,8.82,True,refined
16254,4jmg,8.82,True,general
16255,4ks1,8.82,True,refined
16256,4na8,8.82,True,general
16257,4oys,8.82,True,general
16258,4x6n,8.82,True,refined
16259,5bvn,8.82,True,general
16260,5bvw,8.82,True,general
16261,5iua,8.82,True,general
16262,5k0m,8.82,True,refined
16263,5kby,8.82,True,refined
16264,5kos,8.82,True,general
16265,5lrg,8.82,True,general
16266,5lrk,8.82,True,general
16267,5ta6,8.82,True,general
16268,5tob,8.82,True,general
16269,5u3b,8.82,True,general
16270,5uex,8.82,True,general
16271,5vil,8.82,True,general
16272,5zeq,8.82,True,general
16273,6g4y,8.82,True,general
16274,1lhu,8.83,True,refined
16275,3mxd,8.83,True,refined
16276,4btt,8.84,True,general
16277,1d4i,8.85,True,refined
16278,1u3s,8.85,True,general
16279,2avo,8.85,True,refined
16280,2obf,8.85,True,general
16281,2qlf,8.85,True,general
16282,3b67,8.85,True,refined
16283,3e93,8.85,True,core
16284,3itz,8.85,True,general
16285,3nzu,8.85,True,general
16286,3ppk,8.85,True,general
16287,3prf,8.85,True,general
16288,3r2f,8.85,True,general
16289,3vo3,8.85,True,general
16290,3vsx,8.85,True,general
16291,3wyl,8.85,True,general
16292,4gj3,8.85,True,refined
16293,4hvd,8.85,True,general
16294,4j6i,8.85,True,general
16295,4mu7,8.85,True,general
16296,5cas,8.85,True,refined
16297,5ef8,8.85,True,general
16298,5ivn,8.85,True,general
16299,5jau,8.85,True,general
16300,5mlj,8.85,True,refined
16301,5tx3,8.85,True,general
16302,5uoo,8.85,True,refined
16303,5w0i,8.85,True,general
16304,5zz2,8.85,True,general
16305,2feq,8.86,True,general
16306,2xej,8.87,True,refined
16307,2ycs,8.87,True,general
16308,3c6u,8.87,True,general
16309,3tic,8.87,True,general
16310,5lwm,8.87,True,refined
16311,4hzw,8.88,True,general
16312,6c7j,8.88,True,general
16313,1i90,8.89,True,general
16314,1lek,8.89,True,general
16315,1n3i,8.89,True,refined
16316,1nfy,8.89,True,refined
16317,1nt1,8.89,True,refined
16318,1xp9,8.89,True,general
16319,1ztq,8.89,True,general
16320,2h5i,8.89,True,general
16321,2idw,8.89,True,refined
16322,2lpr,8.89,True,general
16323,2onz,8.89,True,general
16324,2y7x,8.89,True,refined
16325,3a4o,8.89,True,general
16326,3ekp,8.89,True,refined
16327,3km4,8.89,True,general
16328,3rin,8.89,True,general
16329,3sx9,8.89,True,general
16330,3u8m,8.89,True,general
16331,3v66,8.89,True,general
16332,3vhc,8.89,True,refined
16333,3wke,8.89,True,general
16334,3zos,8.89,True,general
16335,3zze,8.89,True,refined
16336,4cli,8.89,True,general
16337,4cst,8.89,True,refined
16338,4e3i,8.89,True,general
16339,4hy5,8.89,True,general
16340,4lqg,8.89,True,general
16341,4mcv,8.89,True,general
16342,4psh,8.89,True,general
16343,4pxm,8.89,True,general
16344,4qyh,8.89,True,general
16345,4yc9,8.89,True,general
16346,5aac,8.89,True,general
16347,5fnu,8.89,True,refined
16348,5ipj,8.89,True,refined
16349,5mty,8.89,True,general
16350,5v8v,8.89,True,general
16351,5vrp,8.89,True,general
16352,5wfj,8.89,True,general
16353,5zk8,8.89,True,general
16354,6b2p,8.89,True,general
16355,6hmx,8.89,True,general
16356,1i8z,8.9,True,general
16357,1uze,8.9,True,general
16358,3egt,8.9,True,refined
16359,5m23,8.9,True,refined
16360,1lhv,8.91,True,general
16361,4bak,8.91,True,refined
16362,1bim,8.92,True,general
16363,1ec1,8.92,True,refined
16364,1kzn,8.92,True,refined
16365,1n95,8.92,True,general
16366,1r1h,8.92,True,refined
16367,1xoz,8.92,True,general
16368,2w1i,8.92,True,general
16369,3k37,8.92,True,refined
16370,3mg8,8.92,True,general
16371,4e3j,8.92,True,general
16372,4e6d,8.92,True,refined
16373,4fod,8.92,True,general
16374,4hdc,8.92,True,general
16375,4heg,8.92,True,refined
16376,4hrc,8.92,True,general
16377,4mti,8.92,True,general
16378,4mxa,8.92,True,general
16379,4onf,8.92,True,general
16380,5ew3,8.92,True,general
16381,5hcy,8.92,True,refined
16382,5kbf,8.92,True,general
16383,5ljt,8.92,True,refined
16384,5n24,8.92,True,refined
16385,5sz1,8.92,True,refined
16386,6bqg,8.93,True,general
16387,1i91,8.94,True,general
16388,3uza,8.94,True,general
16389,4bam,8.94,True,refined
16390,2z7g,8.95,True,general
16391,3ti5,8.95,True,general
16392,5nhh,8.95,True,general
16393,1doj,8.96,True,general
16394,1j37,8.96,True,refined
16395,1ld7,8.96,True,general
16396,1n94,8.96,True,general
16397,1nfw,8.96,True,refined
16398,1qon,8.96,True,general
16399,2p4j,8.96,True,refined
16400,2qhc,8.96,True,general
16401,3dcc,8.96,True,refined
16402,3i9g,8.96,True,refined
16403,3krj,8.96,True,general
16404,3rz7,8.96,True,refined
16405,3s7a,8.96,True,general
16406,3ue4,8.96,True,general
16407,3v5p,8.96,True,refined
16408,4ag8,8.96,True,refined
16409,4bdt,8.96,True,general
16410,4k18,8.96,True,core
16411,4ptc,8.96,True,general
16412,4und,8.96,True,refined
16413,4xo8,8.96,True,refined
16414,4zjc,8.96,True,general
16415,5a69,8.96,True,general
16416,5aei,8.96,True,general
16417,5cf8,8.96,True,general
16418,5drs,8.96,True,general
16419,5een,8.96,True,refined
16420,5iu7,8.96,True,general
16421,5nad,8.96,True,general
16422,5wqc,8.96,True,refined
16423,5wr7,8.96,True,general
16424,5ws3,8.96,True,general
16425,5zwe,8.96,True,general
16426,6f7q,8.96,True,general
16427,5tbe,8.97,True,refined
16428,5ur1,8.97,True,general
16429,6cdo,8.97,True,refined
16430,6h7l,8.97,True,general
16431,5vp9,8.99,True,refined
16432,1ag9,9.0,True,general
16433,1apv,9.0,True,refined
16434,1ba8,9.0,True,general
16435,1czr,9.0,True,general
16436,1dbb,9.0,True,general
16437,1e3g,9.0,True,refined
16438,1fm9,9.0,True,refined
16439,1gvu,9.0,True,general
16440,1hef,9.0,True,general
16441,1hiv,9.0,True,general
16442,1iyl,9.0,True,general
16443,1jii,9.0,True,general
16444,1k27,9.0,True,refined
16445,1lcj,9.0,True,general
16446,1mq5,9.0,True,refined
16447,1mu8,9.0,True,refined
16448,1mxo,9.0,True,general
16449,1pop,9.0,True,general
16450,1rm8,9.0,True,general
16451,1syo,9.0,True,general
16452,1sz0,9.0,True,general
16453,1xp0,9.0,True,general
16454,1y0l,9.0,True,refined
16455,2asu,9.0,True,general
16456,2b7a,9.0,True,general
16457,2ban,9.0,True,general
16458,2i03,9.0,True,general
16459,2i4t,9.0,True,general
16460,2ien,9.0,True,general
16461,2iok,9.0,True,general
16462,2j4i,9.0,True,refined
16463,2ofu,9.0,True,general
16464,2on3,9.0,True,general
16465,2oo8,9.0,True,general
16466,2ow1,9.0,True,general
16467,2p4y,9.0,True,core
16468,2r0u,9.0,True,general
16469,2r2l,9.0,True,general
16470,2r6n,9.0,True,general
16471,2rcx,9.0,True,general
16472,2rgu,9.0,True,general
16473,2w05,9.0,True,general
16474,2wxj,9.0,True,general
16475,2wyj,9.0,True,refined
16476,2xp2,9.0,True,general
16477,3dcw,9.0,True,general
16478,3dd0,9.0,True,core
16479,3er5,9.0,True,general
16480,3i0s,9.0,True,general
16481,3iad,9.0,True,general
16482,3irx,9.0,True,general
16483,3jrx,9.0,True,refined
16484,3jxw,9.0,True,general
16485,3jy9,9.0,True,general
16486,3k54,9.0,True,general
16487,3k98,9.0,True,general
16488,3kc1,9.0,True,general
16489,3kw9,9.0,True,general
16490,3lhs,9.0,True,general
16491,3li2,9.0,True,general
16492,3m1s,9.0,True,general
16493,3nw9,9.0,True,core
16494,3o1g,9.0,True,general
16495,3pa3,9.0,True,general
16496,3r02,9.0,True,general
16497,3tjd,9.0,True,general
16498,3tkm,9.0,True,general
16499,3u6h,9.0,True,refined
16500,3u6i,9.0,True,refined
16501,3u8w,9.0,True,general
16502,3ui7,9.0,True,core
16503,3uri,9.0,True,core
16504,4c2v,9.0,True,refined
16505,4dei,9.0,True,general
16506,4dmy,9.0,True,general
16507,4flh,9.0,True,general
16508,4gee,9.0,True,general
16509,4ggl,9.0,True,general
16510,4gm3,9.0,True,general
16511,4gm8,9.0,True,general
16512,4h3f,9.0,True,refined
16513,4hyh,9.0,True,general
16514,4iwd,9.0,True,general
16515,4ktc,9.0,True,general
16516,4l8m,9.0,True,general
16517,4lj3,9.0,True,general
16518,4mk8,9.0,True,general
16519,4mka,9.0,True,general
16520,4o6e,9.0,True,general
16521,4ps8,9.0,True,general
16522,4qgg,9.0,True,general
16523,4qgh,9.0,True,general
16524,4r1v,9.0,True,general
16525,4rio,9.0,True,general
16526,4rvm,9.0,True,general
16527,4s2i,9.0,True,general
16528,4uib,9.0,True,general
16529,4uwk,9.0,True,general
16530,4whz,9.0,True,general
16531,4wx6,9.0,True,general
16532,4x5q,9.0,True,refined
16533,4x60,9.0,True,general
16534,4x61,9.0,True,general
16535,4xyf,9.0,True,general
16536,4ys7,9.0,True,general
16537,5bpa,9.0,True,general
16538,5dxh,9.0,True,general
16539,5ef7,9.0,True,refined
16540,5eyd,9.0,True,general
16541,5hdu,9.0,True,general
16542,5if4,9.0,True,general
16543,5iis,9.0,True,general
16544,5kkt,9.0,True,general
16545,5ljq,9.0,True,refined
16546,5ls6,9.0,True,general
16547,5myk,9.0,True,general
16548,5nu1,9.0,True,general
16549,5q0d,9.0,True,general
16550,5t8j,9.0,True,general
16551,5tl9,9.0,True,general
16552,5tza,9.0,True,general
16553,5zo7,9.0,True,general
16554,6bfa,9.0,True,general
16555,6bqk,9.0,True,general
16556,6bsl,9.0,True,general
16557,6bw8,9.0,True,general
16558,6c7r,9.0,True,general
16559,6ck6,9.0,True,general
16560,6hkj,9.0,True,general
16561,8hvp,9.0,True,general
16562,2fes,9.01,True,general
16563,2q54,9.01,True,refined
16564,3jzb,9.01,True,general
16565,4baq,9.01,True,refined
16566,4omd,9.01,True,general
16567,4wri,9.01,True,general
16568,5e2s,9.01,True,refined
16569,6cyb,9.02,True,general
